user,subfolder,decision,rationale
mann-k,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
mann-k,asset_management_documents,INCLUDED,Asset management — business
mann-k,blue_dog,INCLUDED,Blue Dog project — business
mann-k,chicago,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
mann-k,contacts,CONTENT-MISMATCH,Address book — not email
mann-k,coral,INCLUDED,Coral counterparty — business
mann-k,co_op_city,INCLUDED,Co-Op City counterparty — business
mann-k,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
mann-k,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
mann-k,ema_s,INCLUDED,EMA operations — business
mann-k,enovate,INCLUDED,Enovate — business
mann-k,florida,INCLUDED,Florida operations correspondence
mann-k,fuel_cells,INCLUDED,Fuel cell technology business correspondence
mann-k,general_stuff,INCLUDED,General business correspondence
mann-k,ge_general,INCLUDED,GE counterparty — business
mann-k,haywood,INCLUDED,Haywood counterparty — business
mann-k,inbox,INCLUDED,Primary received mail — standard business email
mann-k,lm6000,INCLUDED,LM6000 turbine — operations
mann-k,midway,INCLUDED,Midway operations
mann-k,new_jersey_natural,INCLUDED,New Jersey Natural — counterparty
mann-k,nimo,INCLUDED,NIMO counterparty — business
mann-k,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
mann-k,nrg,INCLUDED,NRG Energy counterparty — business
mann-k,off_balance_sheet_form_contracts,PII/LEGAL,Off-balance-sheet contracts — Enron fraud context — legally sensitive
mann-k,panda,INCLUDED,Panda Energy counterparty — business
mann-k,policy_manual_and_united_way,INCLUDED,Policy manual/United Way — business
mann-k,power_purchase_eei,INCLUDED,Power purchase EEI — business
mann-k,sent,INCLUDED,Sent mail variant — standard business email
mann-k,sent_items,INCLUDED,Primary sent mail — standard business email
mann-k,tasks,CONTENT-MISMATCH,Task list entries — not email
mann-k,vepco,INCLUDED,VEPCO counterparty — business
mann-k,westinghouse,INCLUDED,Westinghouse counterparty — business
mann-k,yazoo_city,INCLUDED,Yazoo City operations — business
mann-k,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
martin-t,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
martin-t,calendar,CONTENT-MISMATCH,Calendar entries — not email
martin-t,contacts,CONTENT-MISMATCH,Address book — not email
martin-t,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
martin-t,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
martin-t,inbox,INCLUDED,Primary received mail — standard business email
martin-t,sent,INCLUDED,Sent mail variant — standard business email
martin-t,sent_items,INCLUDED,Primary sent mail — standard business email
martin-t,tom_s_docs,PII/LEGAL,Named individual folder — personal PII
martin-t,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
may-l,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
may-l,calendar,CONTENT-MISMATCH,Calendar entries — not email
may-l,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
may-l,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
may-l,inbox,INCLUDED,Primary received mail — standard business email
may-l,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
may-l,sent,INCLUDED,Sent mail variant — standard business email
may-l,sent_items,INCLUDED,Primary sent mail — standard business email
may-l,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
mccarty-d,calendar,CONTENT-MISMATCH,Calendar entries — not email
mccarty-d,contacts,CONTENT-MISMATCH,Address book — not email
mccarty-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
mccarty-d,inbox,INCLUDED,Primary received mail — standard business email
mccarty-d,sent_items,INCLUDED,Primary sent mail — standard business email
mccarty-d,to_do,CONTENT-MISMATCH,To-do list — not email
mcconnell-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
mcconnell-m,art,INCLUDED,Art committee — corporate
mcconnell-m,articles,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
mcconnell-m,art_committee,INCLUDED,Art committee — corporate
mcconnell-m,atlantis,INCLUDED,Atlantis project — business
mcconnell-m,bergseiker,INCLUDED,Bergseiker counterparty — business
mcconnell-m,calendar,CONTENT-MISMATCH,Calendar entries — not email
mcconnell-m,coal,INCLUDED,Coal trading correspondence
mcconnell-m,connect_deletes,SYSTEM,Connector delete log — system artefact
mcconnell-m,contacts,CONTENT-MISMATCH,Address book — not email
mcconnell-m,crude_and_products,INCLUDED,Crude and products trading
mcconnell-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
mcconnell-m,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
mcconnell-m,dpc_lng,INCLUDED,DPC LNG project — business
mcconnell-m,ees,INCLUDED,Enron Energy Services operational correspondence
mcconnell-m,enhome,INCLUDED,EnHome operations — business
mcconnell-m,enroncredit_com,INCLUDED,EnronCredit.com — business
mcconnell-m,first_gas,INCLUDED,First Gas — business
mcconnell-m,freight,INCLUDED,Freight operations — business
mcconnell-m,garcia_munte,PII/LEGAL,Named individual — PII
mcconnell-m,gaza,INCLUDED,Gaza project — business
mcconnell-m,house,PII/LEGAL,Personal real estate correspondence — PII
mcconnell-m,house___new,PII/LEGAL,Personal real estate — PII
mcconnell-m,i2,INCLUDED,i2 technology — business
mcconnell-m,inbox,INCLUDED,Primary received mail — standard business email
mcconnell-m,india,INCLUDED,India operations business correspondence
mcconnell-m,insurance_risk,INCLUDED,Insurance risk management — business
mcconnell-m,investments,INCLUDED,Business investments
mcconnell-m,japan,INCLUDED,Japan operations business correspondence
mcconnell-m,jblock,INCLUDED,J-Block project — business
mcconnell-m,jdf,INCLUDED,JDF operations — business
mcconnell-m,julie_ferrara,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
mcconnell-m,legal,PII/LEGAL,Legal correspondence — litigation sensitive
mcconnell-m,lng,INCLUDED,LNG trading and operations correspondence
mcconnell-m,metals,INCLUDED,Metals trading correspondence
mcconnell-m,middle_east,INCLUDED,Middle East operations — business
mcconnell-m,misc,INCLUDED,Miscellaneous business correspondence
mcconnell-m,misc_tw,INCLUDED,Miscellaneous TW — business
mcconnell-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
mcconnell-m,org__announc_,INCLUDED,Org announcements — business
mcconnell-m,ou,INCLUDED,OU operations — business
mcconnell-m,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
mcconnell-m,presentations,INCLUDED,Business presentations
mcconnell-m,project_dolphin,INCLUDED,Project Dolphin — business
mcconnell-m,project_grandslam,INCLUDED,Project Grand Slam — business
mcconnell-m,project_jose,INCLUDED,Project Jose — business
mcconnell-m,project_sato,INCLUDED,Project Sato — business
mcconnell-m,project_springbok,INCLUDED,Project Springbok — business
mcconnell-m,puerto_rico,INCLUDED,Puerto Rico operations — business
mcconnell-m,saudi_arabia_project,INCLUDED,Saudi Arabia project — business
mcconnell-m,sent,INCLUDED,Sent mail variant — standard business email
mcconnell-m,sent_items,INCLUDED,Primary sent mail — standard business email
mcconnell-m,supply_chain,INCLUDED,Supply chain — business
mcconnell-m,synfuel,INCLUDED,Synfuel operations — business
mcconnell-m,s_america,INCLUDED,South America operations
mcconnell-m,tasks,CONTENT-MISMATCH,Task list entries — not email
mcconnell-m,to_do,CONTENT-MISMATCH,To-do list — not email
mcconnell-m,transamonia,INCLUDED,Trans Amonia — business
mcconnell-m,tw_accounts,INCLUDED,TW accounts — business
mcconnell-m,tw_projects,INCLUDED,TW projects — operations
mcconnell-m,var,INCLUDED,VAR risk analysis — business
mcconnell-m,vision___values,INCLUDED,Vision and values — business
mcconnell-m,weather,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
mcconnell-m,webmodal,INCLUDED,Webmodal — business
mcconnell-m,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
mckay-b,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
mckay-b,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
mckay-b,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
mckay-b,inbox,INCLUDED,Primary received mail — standard business email
mckay-b,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
mckay-b,sent,INCLUDED,Sent mail variant — standard business email
mckay-b,sent_items,INCLUDED,Primary sent mail — standard business email
mckay-b,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
mckay-j,calendar,CONTENT-MISMATCH,Calendar entries — not email
mckay-j,contacts,CONTENT-MISMATCH,Address book — not email
mckay-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
mckay-j,enron,INCLUDED,General Enron correspondence
mckay-j,inbox,INCLUDED,Primary received mail — standard business email
mckay-j,ne_development,INCLUDED,NE development — business
mckay-j,perfmgmt,INCLUDED,Performance management — business
mckay-j,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
mckay-j,pipeinfo,INCLUDED,Pipeline information
mckay-j,pipeline_info,INCLUDED,Pipeline information correspondence
mckay-j,quotes,CONTENT-MISMATCH,Price quote data — not email text
mckay-j,recuriting,PII/LEGAL,Recruiting (misspelled) — sensitive PII
mckay-j,retail,INCLUDED,Retail operations — business
mckay-j,sent_items,INCLUDED,Primary sent mail — standard business email
mckay-j,tasks,CONTENT-MISMATCH,Task list entries — not email
mckay-j,to_do,CONTENT-MISMATCH,To-do list — not email
mckay-j,ubswenergy_com,INCLUDED,UBS Warburg Energy — counterparty
mckay-j,ubs_warburg,INCLUDED,UBS Warburg — counterparty
mclaughlin-e,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
mclaughlin-e,calendar,CONTENT-MISMATCH,Calendar entries — not email
mclaughlin-e,contacts,CONTENT-MISMATCH,Address book — not email
mclaughlin-e,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
mclaughlin-e,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
mclaughlin-e,eol___tagg,INCLUDED,EOL TAGG — business
mclaughlin-e,gossett,PII/LEGAL,Named individual folder — personal PII
mclaughlin-e,greg_couch,PII/LEGAL,Named individual folder — personal PII
mclaughlin-e,inbox,INCLUDED,Primary received mail — standard business email
mclaughlin-e,monthly_pma_s,INCLUDED,Monthly PMA reports — business
mclaughlin-e,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
mclaughlin-e,prepays_structured_deals,PII/LEGAL,Structured finance deals — Enron fraud context — legally sensitive
mclaughlin-e,private_folders,PII/LEGAL,Self-labelled private folder — explicit personal/sensitive content
mclaughlin-e,security_request,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
mclaughlin-e,sent,INCLUDED,Sent mail variant — standard business email
mclaughlin-e,sent_items,INCLUDED,Primary sent mail — standard business email
mclaughlin-e,tasks,CONTENT-MISMATCH,Task list entries — not email
mclaughlin-e,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
merriss-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
merriss-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
merriss-s,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
merriss-s,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
meyers-a,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
meyers-a,inbox,INCLUDED,Primary received mail — standard business email
meyers-a,sent_items,INCLUDED,Primary sent mail — standard business email
mims-thurston-p,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
mims-thurston-p,calendar,CONTENT-MISMATCH,Calendar entries — not email
mims-thurston-p,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
mims-thurston-p,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
mims-thurston-p,inbox,INCLUDED,Primary received mail — standard business email
mims-thurston-p,sent,INCLUDED,Sent mail variant — standard business email
mims-thurston-p,sent_items,INCLUDED,Primary sent mail — standard business email
mims-thurston-p,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
motley-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
motley-m,inbox,INCLUDED,Primary received mail — standard business email
motley-m,sent_items,INCLUDED,Primary sent mail — standard business email
neal-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
neal-s,bug,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
neal-s,calendar,CONTENT-MISMATCH,Calendar entries — not email
neal-s,credit,PII/LEGAL,Credit records — financially sensitive
neal-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
neal-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
neal-s,eol,INCLUDED,EOL trading platform — business
neal-s,florida,INCLUDED,Florida operations correspondence
neal-s,inbox,INCLUDED,Primary received mail — standard business email
neal-s,lrc_bridgeline,INCLUDED,LRC Bridgeline — operations
neal-s,miscellaneous,INCLUDED,Miscellaneous business correspondence
neal-s,ngpl,INCLUDED,NGPL pipeline — operations
neal-s,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
neal-s,prc_ass_mid00,PII/LEGAL,PRC assessment records — sensitive HR data
neal-s,regulatory,INCLUDED,Regulatory affairs correspondence
neal-s,sent,INCLUDED,Sent mail variant — standard business email
neal-s,sent_items,INCLUDED,Primary sent mail — standard business email
neal-s,storage,INCLUDED,Gas storage operations correspondence
neal-s,transport,INCLUDED,Pipeline transport business correspondence
neal-s,vng,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
neal-s,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
nemec-g,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
nemec-g,calendar,CONTENT-MISMATCH,Calendar entries — not email
nemec-g,ca_data_sheet_checks,INCLUDED,CA data checks — operations
nemec-g,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
nemec-g,inbox,INCLUDED,Primary received mail — standard business email
nemec-g,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
nemec-g,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
nemec-g,sent,INCLUDED,Sent mail variant — standard business email
nemec-g,sent_items,INCLUDED,Primary sent mail — standard business email
nemec-g,tasks,CONTENT-MISMATCH,Task list entries — not email
nemec-g,to_do,CONTENT-MISMATCH,To-do list — not email
nemec-g,vacation,PII/LEGAL,Personal vacation records — PII
panus-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
panus-s,contacts,CONTENT-MISMATCH,Address book — not email
panus-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
panus-s,inbox,INCLUDED,Primary received mail — standard business email
panus-s,sent_items,INCLUDED,Primary sent mail — standard business email
parks-j,calendar,CONTENT-MISMATCH,Calendar entries — not email
parks-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
parks-j,inbox,INCLUDED,Primary received mail — standard business email
parks-j,sent_items,INCLUDED,Primary sent mail — standard business email
pereira-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
pereira-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
pereira-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
pereira-s,inbox,INCLUDED,Primary received mail — standard business email
pereira-s,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
pereira-s,sent,INCLUDED,Sent mail variant — standard business email
pereira-s,sent_items,INCLUDED,Primary sent mail — standard business email
pereira-s,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
perlingiere-d,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
perlingiere-d,calendar,CONTENT-MISMATCH,Calendar entries — not email
perlingiere-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
perlingiere-d,e_mail,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
perlingiere-d,inbox,INCLUDED,Primary received mail — standard business email
perlingiere-d,new_normal_dot,CONTENT-MISMATCH,Word template artefact — not email
perlingiere-d,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
perlingiere-d,richardson_s,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
perlingiere-d,sent,INCLUDED,Sent mail variant — standard business email
perlingiere-d,sent_items,INCLUDED,Primary sent mail — standard business email
perlingiere-d,temporary_export_certificates,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
phanis-s,contacts,CONTENT-MISMATCH,Address book — not email
phanis-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
phanis-s,inbox,INCLUDED,Primary received mail — standard business email
phanis-s,sent_items,INCLUDED,Primary sent mail — standard business email
pimenov-v,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
pimenov-v,calendar,CONTENT-MISMATCH,Calendar entries — not email
pimenov-v,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
pimenov-v,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
pimenov-v,inbox,INCLUDED,Primary received mail — standard business email
pimenov-v,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
pimenov-v,sent_items,INCLUDED,Primary sent mail — standard business email
pimenov-v,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
platter-p,calendar,CONTENT-MISMATCH,Calendar entries — not email
platter-p,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
platter-p,inbox,INCLUDED,Primary received mail — standard business email
platter-p,sent_items,INCLUDED,Primary sent mail — standard business email
platter-p,tasks,CONTENT-MISMATCH,Task list entries — not email
platter-p,to_do,CONTENT-MISMATCH,To-do list — not email
presto-k,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
presto-k,calendar,CONTENT-MISMATCH,Calendar entries — not email
presto-k,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
presto-k,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
presto-k,inbox,INCLUDED,Primary received mail — standard business email
presto-k,junk_e_mail,SYSTEM,Junk folder variant — unreliable ham label
presto-k,presto_files,SYSTEM,Application working files — not email
presto-k,presto_working_files,SYSTEM,Application working files — not email
presto-k,sent,INCLUDED,Sent mail variant — standard business email
presto-k,sent_items,INCLUDED,Primary sent mail — standard business email
quenet-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
quenet-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
quenet-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
quenet-j,inbox,INCLUDED,Primary received mail — standard business email
quenet-j,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
quenet-j,sent,INCLUDED,Sent mail variant — standard business email
quenet-j,sent_items,INCLUDED,Primary sent mail — standard business email
quenet-j,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
quigley-d,bmr,INCLUDED,BMR operations — business
quigley-d,calendar,CONTENT-MISMATCH,Calendar entries — not email
quigley-d,carr,PII/LEGAL,Named individual — personal PII
quigley-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
quigley-d,fin_desk,INCLUDED,Financial desk operations
quigley-d,ina,INCLUDED,INA counterparty — business
quigley-d,inbox,INCLUDED,Primary received mail — standard business email
quigley-d,mid_market,INCLUDED,Mid-market operations
quigley-d,myfriends,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
quigley-d,prc,INCLUDED,Performance Review Committee — business correspondence
quigley-d,private_folders,PII/LEGAL,Self-labelled private folder — explicit personal/sensitive content
quigley-d,sent_items,INCLUDED,Primary sent mail — standard business email
quigley-d,_exchange,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
quigley-d,_exchange_info,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
quigley-d,_exchange_pos,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
rapp-b,calendar,CONTENT-MISMATCH,Calendar entries — not email
rapp-b,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
rapp-b,hr_info,PII/LEGAL,HR information — sensitive PII
rapp-b,inbox,INCLUDED,Primary received mail — standard business email
rapp-b,marketing_affiliate,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
rapp-b,sent_items,INCLUDED,Primary sent mail — standard business email
rapp-b,_sent,SYSTEM,Lotus Notes sent artefact variant — duplicates sent_items
reitmeyer-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
reitmeyer-j,inbox,INCLUDED,Primary received mail — standard business email
reitmeyer-j,jay_s_saved_stuff,PII/LEGAL,Named individual folder — personal PII
reitmeyer-j,sent_items,INCLUDED,Primary sent mail — standard business email
richey-c,administrivia,INCLUDED,Administrative correspondence
richey-c,alberta,INCLUDED,Alberta operations — business
richey-c,calendar,CONTENT-MISMATCH,Calendar entries — not email
richey-c,contacts,CONTENT-MISMATCH,Address book — not email
richey-c,data,INCLUDED,Business data correspondence
richey-c,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
richey-c,fundamentals,INCLUDED,Energy fundamentals analysis
richey-c,houstonfundamentals,INCLUDED,Houston energy fundamentals
richey-c,hydro,INCLUDED,Hydro operations — business
richey-c,inbox,INCLUDED,Primary received mail — standard business email
richey-c,infrastructure,INCLUDED,Infrastructure — business
richey-c,marks,INCLUDED,Marks/valuation — business
richey-c,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
richey-c,r,INCLUDED,R project folder — business
richey-c,sent_items,INCLUDED,Primary sent mail — standard business email
richey-c,software,INCLUDED,Software operations — business
richey-c,to_do,CONTENT-MISMATCH,To-do list — not email
richey-c,trading_quotes,CONTENT-MISMATCH,Trading price data — not email text
richey-c,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
ring-a,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
ring-a,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
ring-a,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
ring-a,inbox,INCLUDED,Primary received mail — standard business email
ring-a,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
ring-a,sent,INCLUDED,Sent mail variant — standard business email
ring-a,sent_items,INCLUDED,Primary sent mail — standard business email
ring-a,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
ring-r,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
ring-r,eesidealsgsaregion1,INCLUDED,EES deals GSA Region 1 — business
ring-r,eesiisonewengland,INCLUDED,EES ISO New England — business
ring-r,eesiisonewyork,INCLUDED,EES ISO New York — business
ring-r,eesiisopjm,INCLUDED,EES ISO PJM — business
ring-r,eesimarketstexas,INCLUDED,EES Texas markets — business
ring-r,eesiphysicalpowerdelivery,INCLUDED,EES physical power delivery — business
ring-r,eesirenewableenergy,INCLUDED,EES renewable energy — business
ring-r,eesi_deleted_documents,SYSTEM,EESI deleted documents — system artefact
ring-r,inbox,INCLUDED,Primary received mail — standard business email
ring-r,outbox,SYSTEM,Unsent drafts queue — not delivered email
ring-r,personalfolder,PII/LEGAL,Self-labelled personal — explicit personal correspondence
ring-r,sent_items,INCLUDED,Primary sent mail — standard business email
rodrique-r,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
rodrique-r,canada,INCLUDED,Canada operations business correspondence
rodrique-r,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
rodrique-r,dublin,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
rodrique-r,file,SYSTEM,"Generic file folder — ambiguous, non-specific"
rodrique-r,israel_estrada,PII/LEGAL,Named individual folder — personal PII
rodrique-r,sent,INCLUDED,Sent mail variant — standard business email
rodrique-r,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
rogers-b,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
rogers-b,caledonia,INCLUDED,Caledonia project — business
rogers-b,ctg_deals,INCLUDED,CTG deals — business
rogers-b,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
rogers-b,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
rogers-b,enron_bike_club,INCLUDED,Enron Bike Club — corporate community
rogers-b,enron_news,INCLUDED,Enron corporate news distribution
rogers-b,erc,INCLUDED,ERC operations
rogers-b,fpl_genco,INCLUDED,FPL Genco — business
rogers-b,genco,INCLUDED,Genco operations
rogers-b,genco_jv_ipo,INCLUDED,Genco JV/IPO — business
rogers-b,inbox,INCLUDED,Primary received mail — standard business email
rogers-b,kn_energy,INCLUDED,KN Energy — business
rogers-b,motley_fool_e_mails,INCLUDED,Motley Fool market news — business
rogers-b,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
rogers-b,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
rogers-b,presentations,INCLUDED,Business presentations
rogers-b,sent,INCLUDED,Sent mail variant — standard business email
rogers-b,sent_items,INCLUDED,Primary sent mail — standard business email
rogers-b,teco,INCLUDED,TECO Energy counterparty
rogers-b,texas_b_school,INCLUDED,Texas business school — institutional
rogers-b,trading_info,INCLUDED,Trading information — business
rogers-b,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
ruscitti-k,alliance,INCLUDED,Alliance project — business
ruscitti-k,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
ruscitti-k,benefits,PII/LEGAL,HR benefits records — sensitive PII
ruscitti-k,billing_issues,INCLUDED,Customer billing correspondence — business
ruscitti-k,ces,INCLUDED,CES business correspondence
ruscitti-k,company_options,INCLUDED,Company options — business
ruscitti-k,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
ruscitti-k,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
ruscitti-k,emailaddresses,CONTENT-MISMATCH,Email address list — not email
ruscitti-k,enron_dynegy,PII/LEGAL,Dynegy merger — M&A legally sensitive
ruscitti-k,eol,INCLUDED,EOL trading platform — business
ruscitti-k,eolml7,INCLUDED,EOL ML7 product — business
ruscitti-k,eol_rqsts,INCLUDED,EOL requests — business
ruscitti-k,expense_system,PII/LEGAL,Expense system records — financial PII
ruscitti-k,gas_deals,INCLUDED,Gas deal correspondence
ruscitti-k,inbox,INCLUDED,Primary received mail — standard business email
ruscitti-k,michcon,INCLUDED,Michigan Consolidated Gas — counterparty
ruscitti-k,ml7_eol_product,INCLUDED,ML7 EOL product — business
ruscitti-k,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
ruscitti-k,nov00_mar01_deals,INCLUDED,Deals Nov 2000–Mar 2001 — business
ruscitti-k,options,INCLUDED,Options trading — business
ruscitti-k,pictures,CONTENT-MISMATCH,Image attachments folder — not email text
ruscitti-k,prc,INCLUDED,Performance Review Committee — business correspondence
ruscitti-k,recruiting,PII/LEGAL,Recruiting correspondence — sensitive PII
ruscitti-k,research,INCLUDED,Business research correspondence
ruscitti-k,resume,PII/LEGAL,CVs — sensitive PII
ruscitti-k,resumes,PII/LEGAL,Third-party CVs — sensitive PII (third-party)
ruscitti-k,rotation,PII/LEGAL,Staff rotation records — sensitive PII
ruscitti-k,sent,INCLUDED,Sent mail variant — standard business email
ruscitti-k,sent_items,INCLUDED,Primary sent mail — standard business email
ruscitti-k,sithe,INCLUDED,Sithe counterparty — business
ruscitti-k,to_do,CONTENT-MISMATCH,To-do list — not email
ruscitti-k,travel,PII/LEGAL,Mixed personal/business travel — PII risk
